"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"2/1/2014","Alexandria, VA","4 - 5 hr","Annual","0","0"
"2/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","0","0"
"2/1/2014","Alexandria, VA","5 - 24 hr","Annual","1","0"
"2/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","282","0"
"2/1/2014","Arlington, VA","<0.5 hr","Annual","6939","11248"
"2/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","88","0"
"2/1/2014","Arlington, VA","0.5 - 1 hr","Annual","152","0"
"2/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","56","0"
"2/1/2014","Arlington, VA","1 - 1.5 hr","Annual","8","0"
"2/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","38","0"
"2/1/2014","Arlington, VA","1.5 - 2 hr","Annual","4","0"
"2/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","20","0"
"2/1/2014","Arlington, VA","2 - 3 hr","Annual","6","0"
"2/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","9","0"
"2/1/2014","Arlington, VA","3 - 4 hr","Annual","8","0"
"2/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","3","0"
"2/1/2014","Arlington, VA","4 - 5 hr","Annual","2","0"
"2/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","8","0"
"2/1/2014","Arlington, VA","5 - 24 hr","Annual","4","0"
"2/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","23","0"
"2/1/2014","Rest of Montgomery County","<0.5 hr","Annual","788","1507"
"2/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","21","0"
"2/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","44","0"
"2/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","11","0"
"2/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","4","0"
"2/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","5","0"
"2/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","1","0"
"2/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","2","0"
"2/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","0","0"
"2/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","1","0"
"2/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"2/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","0","0"
"2/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"2/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","0","0"
"2/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","0","0"
"2/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","12","0"
"2/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","122","294"
"2/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","3","0"
"2/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","1","0"
"2/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","3","0"
"2/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"2/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","1","0"
"2/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"2/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","0","0"
"2/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","1","0"
"2/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"2/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"2/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"2/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"2/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"2/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"2/1/2014","Washington, DC","<0.5 hr","24-hr Pass","5690","0"
"2/1/2014","Washington, DC","<0.5 hr","Annual","104740","171208"
"2/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","1516","0"
"2/1/2014","Washington, DC","0.5 - 1 hr","Annual","1144","0"
"2/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","603","0"
"2/1/2014","Washington, DC","1 - 1.5 hr","Annual","117","0"
"2/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","334","0"
"2/1/2014","Washington, DC","1.5 - 2 hr","Annual","36","0"
"2/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","262","0"
"2/1/2014","Washington, DC","2 - 3 hr","Annual","30","0"
"2/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","55","0"
"2/1/2014","Washington, DC","3 - 4 hr","Annual","6","0"
"2/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","23","0"
"2/1/2014","Washington, DC","4 - 5 hr","Annual","6","0"
"2/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","26","0"
"2/1/2014","Washington, DC","5 - 24 hr","Annual","42","0"
"3/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","131","0"
"3/1/2014","Alexandria, VA","<0.5 hr","Annual","895","3254"
"3/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","54","0"
"3/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","31","0"
"3/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","46","0"
"3/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","9","0"
"3/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","33","0"
"3/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","1","0"
"3/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","14","0"
"3/1/2014","Alexandria, VA","2 - 3 hr","Annual","1","0"
"3/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","5","0"
"3/1/2014","Alexandria, VA","3 - 4 hr","Annual","0","0"
"3/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","1","0"
"3/1/2014","Alexandria, VA","4 - 5 hr","Annual","0","0"
"3/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","8","0"
"3/1/2014","Alexandria, VA","5 - 24 hr","Annual","1","0"
"3/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","861","0"
"3/1/2014","Arlington, VA","<0.5 hr","Annual","8581","18704"
"3/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","361","0"
"3/1/2014","Arlington, VA","0.5 - 1 hr","Annual","255","0"
"3/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","164","0"
"3/1/2014","Arlington, VA","1 - 1.5 hr","Annual","26","0"
"3/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","90","0"
"3/1/2014","Arlington, VA","1.5 - 2 hr","Annual","6","0"
"3/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","55","0"
"3/1/2014","Arlington, VA","2 - 3 hr","Annual","4","0"
"3/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","16","0"
"3/1/2014","Arlington, VA","3 - 4 hr","Annual","1","0"
"3/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","4","0"
"3/1/2014","Arlington, VA","4 - 5 hr","Annual","0","0"
"3/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","4","0"
"3/1/2014","Arlington, VA","5 - 24 hr","Annual","4","0"
"3/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","72","0"
"3/1/2014","Rest of Montgomery County","<0.5 hr","Annual","1051","3625"
"3/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","65","0"
"3/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","54","0"
"3/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","58","0"
"3/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","9","0"
"3/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","32","0"
"3/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","1","0"
"3/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","11","0"
"3/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","1","0"
"3/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","13","0"
"3/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","1","0"
"3/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","1","0"
"3/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"3/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","1","0"
"3/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"3/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","27","0"
"3/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","209","513"
"3/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","6","0"
"3/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","5","0"
"3/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","5","0"
"3/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"3/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","0","0"
"3/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","1","0"
"3/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","2","0"
"3/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"3/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","2","0"
"3/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"3/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"3/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"3/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"3/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"3/1/2014","Washington, DC","<0.5 hr","24-hr Pass","16070","0"
"3/1/2014","Washington, DC","<0.5 hr","Annual","126378","291421"
"3/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","5133","0"
"3/1/2014","Washington, DC","0.5 - 1 hr","Annual","1855","0"
"3/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","2182","0"
"3/1/2014","Washington, DC","1 - 1.5 hr","Annual","202","0"
"3/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","1218","0"
"3/1/2014","Washington, DC","1.5 - 2 hr","Annual","76","0"
"3/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","822","0"
"3/1/2014","Washington, DC","2 - 3 hr","Annual","51","0"
"3/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","200","0"
"3/1/2014","Washington, DC","3 - 4 hr","Annual","22","0"
"3/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","48","0"
"3/1/2014","Washington, DC","4 - 5 hr","Annual","15","0"
"3/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","57","0"
"3/1/2014","Washington, DC","5 - 24 hr","Annual","51","0"
"4/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","295","0"
"4/1/2014","Alexandria, VA","<0.5 hr","Annual","1355","8463"
"4/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","229","0"
"4/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","65","0"
"4/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","140","0"
"4/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","13","0"
"4/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","71","0"
"4/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","3","0"
"4/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","83","0"
"4/1/2014","Alexandria, VA","2 - 3 hr","Annual","2","0"
"4/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","15","0"
"4/1/2014","Alexandria, VA","3 - 4 hr","Annual","0","0"
"4/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","4","0"
"4/1/2014","Alexandria, VA","4 - 5 hr","Annual","1","0"
"4/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","13","0"
"4/1/2014","Alexandria, VA","5 - 24 hr","Annual","2","0"
"4/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","2218","0"
"4/1/2014","Arlington, VA","<0.5 hr","Annual","13905","45413"
"4/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","1005","0"
"4/1/2014","Arlington, VA","0.5 - 1 hr","Annual","554","0"
"4/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","471","0"
"4/1/2014","Arlington, VA","1 - 1.5 hr","Annual","51","0"
"4/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","293","0"
"4/1/2014","Arlington, VA","1.5 - 2 hr","Annual","18","0"
"4/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","261","0"
"4/1/2014","Arlington, VA","2 - 3 hr","Annual","8","0"
"4/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","55","0"
"4/1/2014","Arlington, VA","3 - 4 hr","Annual","3","0"
"4/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","26","0"
"4/1/2014","Arlington, VA","4 - 5 hr","Annual","0","0"
"4/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","25","0"
"4/1/2014","Arlington, VA","5 - 24 hr","Annual","2","0"
"4/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","204","0"
"4/1/2014","Rest of Montgomery County","<0.5 hr","Annual","1681","9145"
"4/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","170","0"
"4/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","157","0"
"4/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","174","0"
"4/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","36","0"
"4/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","75","0"
"4/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","5","0"
"4/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","65","0"
"4/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","3","0"
"4/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","15","0"
"4/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"4/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","3","0"
"4/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","2","0"
"4/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","10","0"
"4/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","3","0"
"4/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","53","0"
"4/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","344","1658"
"4/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","69","0"
"4/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","9","0"
"4/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","21","0"
"4/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","2","0"
"4/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","12","0"
"4/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","2","0"
"4/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","12","0"
"4/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"4/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","1","0"
"4/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"4/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"4/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"4/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","1","0"
"4/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"4/1/2014","Washington, DC","<0.5 hr","24-hr Pass","39716","0"
"4/1/2014","Washington, DC","<0.5 hr","Annual","174207","627354"
"4/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","14420","0"
"4/1/2014","Washington, DC","0.5 - 1 hr","Annual","4600","0"
"4/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","6481","0"
"4/1/2014","Washington, DC","1 - 1.5 hr","Annual","558","0"
"4/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","3516","0"
"4/1/2014","Washington, DC","1.5 - 2 hr","Annual","198","0"
"4/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","3065","0"
"4/1/2014","Washington, DC","2 - 3 hr","Annual","119","0"
"4/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","780","0"
"4/1/2014","Washington, DC","3 - 4 hr","Annual","35","0"
"4/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","275","0"
"4/1/2014","Washington, DC","4 - 5 hr","Annual","15","0"
"4/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","267","0"
"4/1/2014","Washington, DC","5 - 24 hr","Annual","100","0"
"5/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","434","0"
"5/1/2014","Alexandria, VA","<0.5 hr","Annual","1784","9726"
"5/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","220","0"
"5/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","108","0"
"5/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","150","0"
"5/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","23","0"
"5/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","83","0"
"5/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","7","0"
"5/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","63","0"
"5/1/2014","Alexandria, VA","2 - 3 hr","Annual","9","0"
"5/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","17","0"
"5/1/2014","Alexandria, VA","3 - 4 hr","Annual","2","0"
"5/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","15","0"
"5/1/2014","Alexandria, VA","4 - 5 hr","Annual","2","0"
"5/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","7","0"
"5/1/2014","Alexandria, VA","5 - 24 hr","Annual","0","0"
"5/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","2591","0"
"5/1/2014","Arlington, VA","<0.5 hr","Annual","17270","51378"
"5/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","1070","0"
"5/1/2014","Arlington, VA","0.5 - 1 hr","Annual","639","0"
"5/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","453","0"
"5/1/2014","Arlington, VA","1 - 1.5 hr","Annual","43","0"
"5/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","298","0"
"5/1/2014","Arlington, VA","1.5 - 2 hr","Annual","17","0"
"5/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","225","0"
"5/1/2014","Arlington, VA","2 - 3 hr","Annual","13","0"
"5/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","71","0"
"5/1/2014","Arlington, VA","3 - 4 hr","Annual","6","0"
"5/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","26","0"
"5/1/2014","Arlington, VA","4 - 5 hr","Annual","1","0"
"5/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","35","0"
"5/1/2014","Arlington, VA","5 - 24 hr","Annual","4","0"
"5/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","380","0"
"5/1/2014","Rest of Montgomery County","<0.5 hr","Annual","2405","11407"
"5/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","238","0"
"5/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","190","0"
"5/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","170","0"
"5/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","33","0"
"5/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","95","0"
"5/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"5/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","56","0"
"5/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","3","0"
"5/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","16","0"
"5/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","2","0"
"5/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","3","0"
"5/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","2","0"
"5/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","19","0"
"5/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"5/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","144","0"
"5/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","470","2082"
"5/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","43","0"
"5/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","3","0"
"5/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","19","0"
"5/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","2","0"
"5/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","16","0"
"5/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","6","0"
"5/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","12","0"
"5/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"5/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","2","0"
"5/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"5/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","1","0"
"5/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","2","0"
"5/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","3","0"
"5/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"5/1/2014","Washington, DC","<0.5 hr","24-hr Pass","45382","0"
"5/1/2014","Washington, DC","<0.5 hr","Annual","203621","642758"
"5/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","13363","0"
"5/1/2014","Washington, DC","0.5 - 1 hr","Annual","4621","0"
"5/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","5443","0"
"5/1/2014","Washington, DC","1 - 1.5 hr","Annual","525","0"
"5/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","3232","0"
"5/1/2014","Washington, DC","1.5 - 2 hr","Annual","173","0"
"5/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","2427","0"
"5/1/2014","Washington, DC","2 - 3 hr","Annual","104","0"
"5/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","714","0"
"5/1/2014","Washington, DC","3 - 4 hr","Annual","34","0"
"5/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","271","0"
"5/1/2014","Washington, DC","4 - 5 hr","Annual","12","0"
"5/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","294","0"
"5/1/2014","Washington, DC","5 - 24 hr","Annual","75","0"
"6/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","423","0"
"6/1/2014","Alexandria, VA","<0.5 hr","Annual","1807","8737"
"6/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","212","0"
"6/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","108","0"
"6/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","115","0"
"6/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","17","0"
"6/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","65","0"
"6/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","7","0"
"6/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","53","0"
"6/1/2014","Alexandria, VA","2 - 3 hr","Annual","5","0"
"6/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","18","0"
"6/1/2014","Alexandria, VA","3 - 4 hr","Annual","2","0"
"6/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","5","0"
"6/1/2014","Alexandria, VA","4 - 5 hr","Annual","2","0"
"6/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","13","0"
"6/1/2014","Alexandria, VA","5 - 24 hr","Annual","1","0"
"6/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","2649","0"
"6/1/2014","Arlington, VA","<0.5 hr","Annual","18944","49293"
"6/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","918","0"
"6/1/2014","Arlington, VA","0.5 - 1 hr","Annual","711","0"
"6/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","462","0"
"6/1/2014","Arlington, VA","1 - 1.5 hr","Annual","47","0"
"6/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","213","0"
"6/1/2014","Arlington, VA","1.5 - 2 hr","Annual","22","0"
"6/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","181","0"
"6/1/2014","Arlington, VA","2 - 3 hr","Annual","10","0"
"6/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","46","0"
"6/1/2014","Arlington, VA","3 - 4 hr","Annual","3","0"
"6/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","7","0"
"6/1/2014","Arlington, VA","4 - 5 hr","Annual","1","0"
"6/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","16","0"
"6/1/2014","Arlington, VA","5 - 24 hr","Annual","10","0"
"6/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","362","0"
"6/1/2014","Rest of Montgomery County","<0.5 hr","Annual","2654","11520"
"6/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","224","0"
"6/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","242","0"
"6/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","162","0"
"6/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","34","0"
"6/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","47","0"
"6/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","3","0"
"6/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","59","0"
"6/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","6","0"
"6/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","25","0"
"6/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","1","0"
"6/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","12","0"
"6/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"6/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","13","0"
"6/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"6/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","76","0"
"6/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","614","1958"
"6/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","36","0"
"6/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","20","0"
"6/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","21","0"
"6/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","2","0"
"6/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","6","0"
"6/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","3","0"
"6/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","4","0"
